Year,Section,Content
1962,Event Summary,"In February, astronaut Alan Shepard became the first American in orbit and John Glenn followed later that year as the first to travel into space after a fifteen minute flight on July 21st. Both missions were in preparation of meeting President Kennedy's goal of landing a man on the moon by the end of the decade."
1962,Event Summary,"In late August, American spy planes detected the building of military missile sites in Cuba. U.S. Intelligence sources later determined the Soviets, under Nikita Khrushchev, had decided to shorten the strategic gap between the two world powers by placing missiles there limiting America's warning capabilities if attacked. In October, President John F. Kennedy was presented with conclusive proof that the Soviets were in fact installing medium-range ballistic missiles. After several tense days of defensive posturing, the issue was peacefully resolved after the United States agreed not to invade Cuba, and the Soviets agreed to withdraw all military forces and weapons."
1962,Event Summary,The Baltimore Orioles' Brooks Robinson became only the fifth player in Major League history to hit grand slams in back-to-back games after knocking out a bases loaded round-tripper on May 6thand May 9th.
1962,Event Summary,"After missing thirty games due to recurring knee injuries, New York's Mickey Mantle limped to the plate as a pinch hitter and launched a four-hundred twenty foot blast off of Gary Bell of the Cleveland Indians. The home team crowd showed their respects by giving the visiting Yankee a standing ovation."
1962,Event Summary,"Earl Wilson became the first black pitcher to throw a no-hitter in the American League as the Boston Red Sox topped the California Angels 2-0 on June 26that Fenway Park. Wilson also dominated at the plate with a four-hundred foot homer off Bo Belinsky who had tossed a ""no-no"" of his own in his last start against the Baltimore Orioles."
1962,Event Summary,"On September 7th, Los Angeles Dodger Maury Wills stole four bases off the Pittsburgh Pirates setting a National League record for eighty-two ""robberies"" in a single season."
1962,Event Summary,"The Houston Colt 45s, one of the National Leagues two new teams (New York Mets), opened with an impressive 11-2 triumph over the Chicago Cubs before a crowd of over 25,000. Roman Mejias set the pace with two, three-run home runs and Hal Smith followed close behind debuting with a round-tripper of his own."
1962,Event Summary,"Stan Musial set a National League record (previously held by Mel Ott) after scoring for the 1,806thtime in his career during a St. Louis Cardinals win over the Chicago Cubs on April 13th. Later in the season Musial became the leagues all-time leader in total bases with 5,864 during a June 22ndouting against the Philadelphia Phillies."
1962,Event Summary,"John ""Buck"" O'Neil became the first African-American coach in Major League baseball after joining the staff of the Chicago Cubs. O'Neil had been a scout for the Cubs organization previously and was credited with discovering both Ernie Banks and Lou Brock."
1962,Event Summary,"Baseball's newest franchise, the New York Mets, debuted in what some referred to as ""copycat uniforms"" that featured Dodger blue sleeves, Giants orange lettering and Yankee pinstripes. Unfortunately the Mets played as bad as they looked and finished their inaugural season with a laughable 40-120 record."
1962,Event Summary,"After several years of ""double-headers"", both players and owners agreed to return the All-Star Game to its original, one-game format in 1963."
1962,Event Summary,"Kansas City owner Charles Finley hired the first woman in baseball broadcasting. Betty Caywood was brought in initially to do ""color-commentary"" for the A's games, but later became the first female to regularly announce baseball games while airing her reports from both the dugout and the stands."
1962,Event Summary,"""As his teammates rushed out of the dugout, and the home crowd went wild (no-hitter being tossed), (Bo) Belinsky pointed to the stands and said to his catcher Buck Rodgers, 'Hey look at that blonde.' "" - Steve Wulf in Baseball Anecdotes (1981)"
1962,Event Summary,←1961| 1962 Hitting Statistics League Leaders |1963→
1962,Event Summary,←1961| 1962 Pitching Statistics League Leaders |1963→
1962,Event Summary,1962 All-Star Game| 1962 Team Standings |1962 World Series
1962,Event Summary,Hitting Statistics League Leaderboard
1962,Event Summary,Pitching Statistics League Leaderboard
1962,Event Summary,"On April 9, 1962, PresidentJohn F. Kennedy threw out the Opening Day pitchin the newly opened $20 million District of Columbia Stadium. The Washington Senators won versus the Detroit Tigers 4-1, but finished the season with more than 100 losses."
1962,Event Summary,"On May 5, 1962,Bo Belinskypitched theAngelsfirst ever no-hit game and the first in the American League since 1958! After the game reporters asked him what it was like and Belinsky replied, ""If I'd known I was gonna pitch a no-hitter today, I would have gotten a haircut."""
1962,Event Summary,"On September 12, 1962,Tom Cheneyof the Washington Senators struck out aMajor League record21 batters during an extra inning game. The Baltimore Orioles lost 2-1 in 16 innings and every batter, except forBoog Powell, was struck out at least once. Did you know that Cheney did not allow a single hit from the 8th inning forward and that the Senators won thanks to a walk-off home run hit byBud Zipfel?"
1963,Event List,All-Star GameA.L.C.S. & N.L.C.S.AwardsBallparksCollege BaseballDivision SeriesDraftManagersOpening DayTeam by TeamTrades DatabaseUmpiresWild Card GameWorld SeriesYear by Year
1963,Event List,Baseball FamiliesBiographiesBirthplace AnalysisFabulous FeatsFamous FirstsGrave SitesHall of FameInterviewsObituariesPlace of Death AnalysisThe BallplayersQuotesYear of Birth AnalysisYear of Death Analysis
1963,Event List,Attendance DataHitting ChartsPitching ChartsRecord BooksStatmaster
1963,Event List,"1,500 Oldest PlayersAutographsBaseball CardsBaseball ChartsBaseball ListsBook ShelfCups of CoffeeFun & GamesHumor & JokesMovie TimeNews FeedsPoetry & SongResearch ArticlesUniform NumbersU.S. Presidents"
1963,Event List,AdvertisingBlogDictionaryFeedbackNewsletterRulesScoringSearch & FindStats 101
1963,Event Summary,"Minister and civil-rights activist Dr. Martin Luther King led over two hundred thousand people in the largest non-violent demonstration ever held to support the passage of civil rights legislation. The historic march on Washington D.C. was highlighted by King's infamous ""I have a dream"" speech in which he stated ""one day this nation will rise up and live out the true meaning of its creed: we hold these truths to be self evident; that all men are created equal."""
1963,Event Summary,"On November 22nd, President John F. Kennedy was shot and killed as he rode through the streets of Dallas, Texas aboard the presidential motorcade. Lee Harvey Oswald was later identified as the lone assassin although his guilt was never proven in a court of law. While in police custody, Oswald himself was shot and killed by nightclub owner Jack Ruby."
1963,Event Summary,"As a first step toward ending the ""Cold War"", a test ban agreement between the United States and the Soviet Union was ratified by the Senate on October 10. The contract between the world's two superpowers prohibited any future above ground testing of nuclear weapons of mass destruction."
1963,Event Summary,Detroit Tiger Billy Bruton tied a Major League record for most doubles in a single game after hitting four straight to top the Washington Senators 5-1 on May 19th. Teammate and rookie pitcher Bill Faul matched Bruton's efforts on the mound while tossing a three hitter in his first Major League start.
1963,Event Summary,"On May 22nd, Mickey Mantle hit what is considered by many experts to be the longest homerun in Major League history. Batting left-handed against the visiting Kansas City A's at Yankee Stadium, Mantle opened the eleventh inning with a monumental blast off Bill Fisher that traveled three-hundred seventy-four feet from home plate, bouncing off of the third tier facade and falling just inches short of going out of the stadium. A senior physicist from the University of Arizona, Professor J.E. McDonald, calculated the estimated distance the ball would have traveled at six-hundred twenty feet."
